time,open,high,low,close,Line,Squeeze
1735182720,0.032677,0.032774,0.032638,0.032755,-0.00003201909090910145,2
1735182780,0.032754,0.032877,0.032723,0.03287,0.00004609545454544616,1
1735182840,0.032872,0.032926,0.032824,0.032832,0.00008533545454544712,1
1735182900,0.03283,0.032833,0.032684,0.032692,0.00006415272727271909,1
1735182960,0.032693,0.032763,0.032686,0.03274,0.000060882727272719916,1
1735183020,0.032741,0.032782,0.032722,0.032748,0.00004271181818181302,1
1735183080,0.032747,0.032804,0.032699,0.032779,0.000036808181818177746,1
1735183140,0.032779,0.032896,0.032779,0.032895,0.00005701363636363018,1
1735183200,0.032895,0.032981,0.032886,0.032886,0.0000653399999999929,1
1735183260,0.032886,0.032929,0.032834,0.032848,0.00004718363636362607,1
1735183320,0.032845,0.032929,0.032802,0.032867,0.00004350727272726207,1
1735183380,0.032868,0.032955,0.032822,0.032822,0.00004817363636362527,1
1735183440,0.032821,0.032981,0.032821,0.032947,0.0000900572727272613,1
1735183500,0.032948,0.032982,0.032916,0.032955,0.0000987063636363501,1
1735183560,0.032955,0.032987,0.032922,0.032946,0.00009880727272725883,1
1735183620,0.032946,0.032949,0.032878,0.032931,0.00008540090909089839,1
1735183680,0.03293,0.03294,0.032902,0.032906,0.0000552872727272627,1
1735183740,0.032907,0.032969,0.032903,0.032965,0.00006332636363635403,1
1735183800,0.032964,0.032973,0.03288,0.032909,0.00004838545454544375,1
1735183860,0.032916,0.033011,0.032916,0.03301,0.000058550909090898914,1
1735183920,0.033011,0.033014,0.032917,0.032993,0.0000562645454545359,1
1735183980,0.032993,0.033015,0.032964,0.032971,0.00003398999999999019,1
1735184040,0.032971,0.033013,0.032939,0.032947,0.00002043999999998649,1
1735184100,0.032943,0.032989,0.0329,0.032985,0.000024998181818165125,1
1735184160,0.032985,0.033041,0.03296,0.033032,0.0000416681818181652,1
1735184220,0.033032,0.033075,0.032976,0.033075,0.0000638599999999849,1
1735184280,0.033075,0.033086,0.033028,0.033028,0.00005480272727271428,1
1735184340,0.033028,0.033038,0.032996,0.033027,0.00005283909090907772,1
1735184400,0.033027,0.033027,0.032956,0.032989,0.000024706363636349924,1
1735184460,0.032989,0.032992,0.032917,0.03292,-0.000007384545454556572,2
1735184520,0.032921,0.032987,0.032871,0.032879,-0.0000457236363636459,2
1735184580,0.032879,0.032899,0.032848,0.032861,-0.00008317363636364437,2
1735184640,0.032862,0.032895,0.032832,0.032842,-0.00012373272727273687,2
1735184700,0.032842,0.032842,0.032719,0.032742,-0.00017122636363637488,2
1735184760,0.032742,0.032748,0.032622,0.032656,-0.00021472090909092093,2
1735184820,0.032649,0.03269,0.032612,0.03263,-0.0002373736363636491,2
1735184880,0.032631,0.032729,0.032631,0.032681,-0.00022599545454546734,2
1735184940,0.032679,0.032776,0.032643,0.032762,-0.00017191363636365035,2
1735185000,0.032759,0.03276,0.032626,0.032657,-0.0001502472727272854,2
1735185060,0.032656,0.032725,0.032655,0.032722,-0.00010889363636364569,2
1735185120,0.032726,0.032768,0.032694,0.032747,-0.000056024545454554114,2
1735185180,0.032751,0.032751,0.032663,0.032682,-0.00002936727272727859,2
1735185240,0.032681,0.032681,0.032617,0.032637,-0.0000152972727272794,2
1735185300,0.032638,0.03273,0.032632,0.032727,0.000021333636363629957,1
1735185360,0.032726,0.032726,0.032663,0.032709,0.000030570909090903766,1
1735185420,0.032709,0.032715,0.032615,0.032621,-0.000003831818181825294,2
1735185480,0.032626,0.032648,0.032619,0.032631,-0.000025984545454554998,2
1735185540,0.032631,0.032631,0.032498,0.032575,-0.00003849454545455465,2
1735185600,0.032577,0.032581,0.032477,0.032484,-0.00009187545454546386,2
1735185660,0.032483,0.032537,0.032464,0.032504,-0.0001166745454545552,2
1735185720,0.032503,0.032503,0.032436,0.032454,-0.00013523363636364704,2
1735185780,0.032455,0.032471,0.032406,0.03242,-0.0001595345454545552,2
1735185840,0.032417,0.032498,0.03232,0.03235,-0.00019440727272728405,2
1735185900,0.032352,0.032406,0.032346,0.032397,-0.00017933272727273632,2
1735185960,0.032396,0.032443,0.03221,0.032211,-0.0002050436363636458,2
1735186020,0.032211,0.032358,0.032196,0.032355,-0.00017252090909091795,2
1735186080,0.032353,0.032453,0.032353,0.032362,-0.0001289081818181897,2
1735186140,0.032364,0.032397,0.03232,0.03237,-0.00007836090909091382,2
1735186200,0.032367,0.032428,0.032312,0.032421,-0.000023852727272734536,2
1735186260,0.032417,0.032441,0.032343,0.032354,0.000008982727272718763,1
1735186320,0.032352,0.032412,0.032342,0.032388,0.00004407545454544675,1
1735186380,0.032392,0.032425,0.032356,0.032409,0.0000753254545454458,1
1735186440,0.032409,0.032409,0.032329,0.032333,0.00006639363636362414,1
1735186500,0.032334,0.032398,0.032326,0.03234,0.00006410999999998819,1
1735186560,0.032341,0.032423,0.032338,0.03234,0.000026754545454533342,1
1735186620,0.032344,0.032375,0.032301,0.032368,0.000011829999999987432,1
1735186680,0.032367,0.032479,0.032327,0.032474,0.000030449090909078946,1
1735186740,0.032471,0.03254,0.032446,0.032487,0.00004481090909089731,1
1735186800,0.032487,0.032494,0.03244,0.032459,0.00005638363636362291,1
1735186860,0.032462,0.032481,0.03243,0.032443,0.00005038636363634994,1
1735186920,0.032447,0.032493,0.032394,0.032429,0.000044582727272715617,1
1735186980,0.032432,0.032488,0.032432,0.032486,0.00006245636363635386,1
1735187040,0.032484,0.032504,0.032411,0.032441,0.0000494218181818069,1
1735187100,0.032441,0.032465,0.032385,0.032453,0.00003909727272726167,1
1735187160,0.032454,0.032516,0.032448,0.032498,0.000039036363636352594,1
1735187220,0.032495,0.032565,0.032486,0.032529,0.00003908090909089831,1
1735187280,0.032525,0.032554,0.032493,0.03251,0.00004157636363635258,1
1735187340,0.03251,0.032554,0.03251,0.032525,0.000049889999999988675,1
1735187400,0.032526,0.032588,0.032526,0.032586,0.00007087272727271476,1
1735187460,0.032588,0.032595,0.032531,0.032595,0.0000851027272727128,1
1735187520,0.032595,0.032595,0.032531,0.032539,0.00007123909090907808,1
1735187580,0.032542,0.03255,0.032482,0.032482,0.000047224545454531294,1
1735187640,0.032481,0.032481,0.032308,0.032308,-0.00003319363636364706,2
1735187700,0.032307,0.032348,0.032279,0.032287,-0.0001040572727272815,2
1735187760,0.032286,0.032397,0.032281,0.032387,-0.00012022727272728155,2
1735187820,0.032387,0.032457,0.032344,0.032344,-0.00013893909090909924,2
1735187880,0.032343,0.032452,0.032341,0.032434,-0.0001228327272727362,2
1735187940,0.032434,0.032471,0.032377,0.032391,-0.00011421363636364423,2
1735188000,0.032392,0.03242,0.032371,0.032386,-0.00008896000000001053,2
1735188060,0.032384,0.032384,0.032344,0.032366,-0.00005920818181819407,2
1735188120,0.032365,0.032365,0.032318,0.03233,-0.00003872727272728357,2
1735188180,0.032332,0.032348,0.032297,0.032347,-0.000010048181818193472,2
1735188240,0.032347,0.032398,0.032341,0.032387,0.0000023881818181713905,1
1735188300,0.032386,0.032386,0.032303,0.03234,-0.000013710909090918317,2
1735188360,0.03234,0.03236,0.032296,0.032318,-0.000024086363636373345,2
1735188420,0.032318,0.032318,0.032213,0.032213,-0.00006876272727273482,2
1735188480,0.032213,0.032261,0.032144,0.032253,-0.00007008727272728179,2
1735188540,0.032251,0.032287,0.032208,0.032211,-0.0000824790909091004,2
1735188600,0.032211,0.032224,0.032176,0.032192,-0.00009287090909091992,2
1735188660,0.032192,0.032266,0.032175,0.032263,-0.00007587363636364666,2
1735188720,0.032263,0.032328,0.032244,0.032267,-0.00006109363636364871,2
1735188780,0.032267,0.032319,0.032266,0.032285,-0.000033821818181828766,2
1735188840,0.032288,0.03233,0.032276,0.032326,0.000015501818181806485,1
1735188900,0.032326,0.03233,0.032274,0.032299,0.00004604636363635257,1
1735188960,0.032295,0.032341,0.032272,0.032311,0.00007393363636362506,1
1735189020,0.032314,0.03234,0.032257,0.03229,0.00007144272727271713,1
1735189080,0.032291,0.0323,0.032262,0.032288,0.00006910272727271773,1
1735189140,0.032287,0.032305,0.03221,0.032233,0.00003843999999998972,1
1735189200,0.032235,0.032274,0.032216,0.032226,0.0000010745454545369896,1
1735189260,0.032226,0.032271,0.032219,0.03225,-0.000018238181818188256,2
1735189320,0.03225,0.032283,0.032232,0.032277,-0.000026350000000006787,2
1735189380,0.032276,0.032276,0.032201,0.032251,-0.000038298181818188406,2
1735189440,0.032251,0.032318,0.03225,0.032298,-0.000022201818181826814,2
1735189500,0.032298,0.032298,0.032223,0.032231,-0.000029925454545463476,2
1735189560,0.032231,0.032343,0.032202,0.03233,0.000003773636363627546,1
1735189620,0.032331,0.032337,0.032223,0.032223,-0.000003388181818189548,2
1735189680,0.032223,0.032233,0.032076,0.032096,-0.00003839727272728166,2
1735189740,0.032096,0.032114,0.032048,0.032075,-0.00007844818181819072,2
1735189800,0.032079,0.032119,0.032041,0.032055,-0.00011803181818182648,2
1735189860,0.032053,0.032135,0.03203,0.03213,-0.00011989090909091899,2
1735189920,0.032134,0.032162,0.032068,0.032105,-0.00012020363636364514,2
1735189980,0.032106,0.032151,0.032106,0.032148,-0.00010404090909091599,2
1735190040,0.032149,0.03222,0.032138,0.032179,-0.00006501090909091713,2
1735190100,0.032186,0.032241,0.032177,0.032202,-0.000029207272727280687,2
1735190160,0.032201,0.032304,0.032194,0.032278,0.000050021818181810417,1
1735190220,0.032278,0.032351,0.032278,0.032305,0.00011241909090908492,1
1735190280,0.032304,0.032351,0.032283,0.032351,0.00015955727272726414,1
1735190340,0.032346,0.032386,0.032324,0.032345,0.00017968818181817172,1
1735190400,0.032344,0.032408,0.032342,0.032365,0.00018271363636362443,1
1735190460,0.03236,0.03236,0.032271,0.032283,0.00015294272727271285,1
1735190520,0.032283,0.032295,0.032224,0.032251,0.00009771545454544093,1
1735190580,0.03225,0.03226,0.032216,0.032224,0.00003516363636362484,1
1735190640,0.032226,0.032316,0.032225,0.032305,0.0000036309090908966547,1
1735190700,0.032306,0.032415,0.032302,0.032376,-0.000003898181818193729,2
1735190760,0.032377,0.032498,0.032368,0.032491,0.00002949999999998787,1
1735190820,0.032493,0.032515,0.032465,0.032474,0.00005455454545453618,1
1735190880,0.032478,0.032512,0.032477,0.032511,0.00009699181818180583,1
1735190940,0.032509,0.032542,0.032472,0.032525,0.00013412090909089568,1
1735191000,0.032528,0.032578,0.032524,0.032532,0.0001669754545454402,1
1735191060,0.032531,0.0326,0.03252,0.032572,0.00018693727272725775,1
1735191120,0.032575,0.032575,0.032444,0.032444,0.00014309636363635033,1
1735191180,0.032443,0.032445,0.032402,0.032438,0.00008330454545453768,1
1735191240,0.032437,0.032471,0.032381,0.032471,0.00003565818181817696,1
1735191300,0.032471,0.032517,0.032457,0.032508,0.000004591818181815129,1
1735191360,0.032512,0.032616,0.032508,0.032594,0.000017401818181813673,1
1735191420,0.032597,0.03262,0.032554,0.032616,0.000032149999999996716,1
1735191480,0.032616,0.032707,0.032616,0.032701,0.00007196454545454263,1
1735191540,0.032701,0.032703,0.032656,0.032691,0.00010445545454545029,1
1735191600,0.032688,0.032749,0.032646,0.032742,0.00014549090909090397,1
1735191660,0.032742,0.03276,0.032693,0.032754,0.00018863818181817456,1
1735191720,0.032752,0.032781,0.03272,0.032781,0.0002050836363636283,1
1735191780,0.032781,0.032809,0.032743,0.032765,0.00019550545454544732,1
1735191840,0.032762,0.032815,0.032728,0.032793,0.0001765190909090853,1
1735191900,0.032796,0.032819,0.032745,0.032749,0.00012943909090908578,1
1735191960,0.03275,0.032773,0.032696,0.032713,0.00007641909090908626,1
1735192020,0.032713,0.032713,0.032649,0.032665,0.000008130909090904462,1
1735192080,0.032665,0.032695,0.032645,0.032675,-0.00003891818181818606,2
1735192140,0.032675,0.032708,0.032671,0.032694,-0.00007131454545454758,2
1735192200,0.032696,0.032786,0.032679,0.032775,-0.00006052454545454823,2
1735192260,0.032771,0.032772,0.0327,0.032742,-0.00005381454545454772,2
1735192320,0.032741,0.03288,0.032723,0.03287,1.4636363636153632e-7,1
1735192380,0.032869,0.032902,0.032846,0.032862,0.00004311636363636129,1
1735192440,0.032861,0.032927,0.032861,0.032881,0.0000893236363636331,1
1735192500,0.032882,0.032896,0.03282,0.03284,0.00010698363636363491,1
1735192560,0.032838,0.032888,0.032828,0.032856,0.00011683636363636102,1
1735192620,0.032854,0.032904,0.032829,0.032904,0.00012237999999999691,1
1735192680,0.032901,0.032913,0.032882,0.032912,0.00011602181818181218,1
1735192740,0.032911,0.032911,0.032861,0.032862,0.00008421727272726723,1
1735192800,0.032861,0.032862,0.032764,0.03277,0.00003074545454544834,1
1735192860,0.032765,0.03277,0.032657,0.032659,-0.000056813636363643,2
1735192920,0.032656,0.032664,0.032606,0.03262,-0.00011839727272727724,2
1735192980,0.032621,0.032676,0.03259,0.032676,-0.00014398818181818646,2
1735193040,0.032677,0.032799,0.032677,0.032754,-0.00012661909090909597,2
1735193100,0.03275,0.032886,0.032697,0.032886,-0.00006694909090909588,2
1735193160,0.032886,0.032921,0.03284,0.03289,-0.000008359090909096495,2
1735193220,0.032891,0.032905,0.032807,0.032811,0.0000292690909090874,1
1735193280,0.032811,0.032919,0.03281,0.032919,0.00010554999999999503,1
1735193340,0.032918,0.033023,0.032888,0.032997,0.00018265363636362977,1
1735193400,0.032997,0.03313,0.032989,0.033119,0.00025854181818181363,1
1735193460,0.033116,0.03315,0.033061,0.033114,0.00028566999999999503,1
1735193520,0.033114,0.033158,0.033084,0.033094,0.00027257909090908604,1
1735193580,0.033086,0.033187,0.033076,0.033164,0.0002591436363636303,1
1735193640,0.033161,0.0332,0.033114,0.033114,0.00021987272727272267,1
1735193700,0.033113,0.033189,0.033109,0.033185,0.00020829090909090355,1
1735193760,0.033184,0.033201,0.033108,0.033108,0.00016372090909090204,1
1735193820,0.033107,0.033117,0.033041,0.033117,0.0001040736363636311,1
1735193880,0.033116,0.03318,0.03305,0.033077,0.000041229999999994616,1
1735193940,0.033077,0.033146,0.033077,0.033096,-0.000008227272727277422,2
1735194000,0.033089,0.033181,0.033089,0.0331,-0.000033693636363637354,2
1735194060,0.0331,0.033144,0.03308,0.033107,-0.00004727636363636333,2
1735194120,0.033115,0.033115,0.032907,0.032919,-0.00010664181818181975,2
1735194180,0.03292,0.033009,0.032898,0.033008,-0.00010930545454545235,2
1735194240,0.033005,0.033026,0.03296,0.03296,-0.00012647363636363002,2
1735194300,0.03296,0.033026,0.032935,0.03295,-0.00012462090909090434,2
1735194360,0.032951,0.032976,0.032913,0.032951,-0.0001214454545454511,2
1735194420,0.03295,0.032983,0.032915,0.032958,-0.00010591090909090643,2
1735194480,0.032957,0.033028,0.032928,0.033026,-0.00007207999999999786,2
1735194540,0.033028,0.033089,0.033008,0.033008,-0.00004530727272727155,2
1735194600,0.033008,0.033008,0.032874,0.032896,-0.000050032727272725486,2
1735194660,0.032894,0.032894,0.032781,0.032806,-0.00006435090909090786,2
1735194720,0.032805,0.032818,0.032686,0.032703,-0.00012210181818181836,2
1735194780,0.032703,0.03272,0.032662,0.032686,-0.0001557336363636371,2
1735194840,0.032686,0.03276,0.032671,0.032745,-0.00016565818181817993,2
1735194900,0.032743,0.032807,0.032688,0.032688,-0.0001887290909090883,2
1735194960,0.032687,0.032743,0.032684,0.032711,-0.00019277999999999884,2
1735195020,0.032715,0.032769,0.032698,0.032709,-0.00018722545454545397,2
1735195080,0.032707,0.032801,0.032698,0.032801,-0.00012864181818181806,2
1735195140,0.032799,0.032875,0.032771,0.032864,-0.00004006454545454644,2
1735195200,0.032863,0.032863,0.032695,0.032739,-0.00000363000000000243,2
1735195260,0.032738,0.032756,0.032654,0.032658,-0.0000032727272727287938,2
1735195320,0.032658,0.032695,0.032632,0.032667,-0.000012546363636364968,2
1735195380,0.032667,0.032748,0.032662,0.032712,-0.000012843636363640723,2
1735195440,0.032708,0.032772,0.032687,0.032772,0.000011824545454542333,1
1735195500,0.032772,0.032781,0.032714,0.03277,0.000016965454545452273,1
1735195560,0.032768,0.032846,0.032768,0.032846,0.00004232727272727028,1
1735195620,0.032846,0.032881,0.032662,0.032662,-0.00000606090909091129,2
1735195680,0.032664,0.032778,0.032652,0.032744,-0.000006497272727273221,2
1735195740,0.032748,0.03278,0.032733,0.032736,0.000009597272727272037,1
1735195800,0.032736,0.032777,0.032703,0.032744,0.000014653636363635218,1
1735195860,0.032741,0.032806,0.032741,0.032761,0.000009189999999999829,1
1735195920,0.032761,0.03296,0.032756,0.032956,0.00005527181818181767,1
1735195980,0.032952,0.032954,0.032821,0.032851,0.00005827454545454361,1
1735196040,0.032852,0.032927,0.03283,0.032863,0.00007092545454545465,1
1735196100,0.032862,0.032942,0.032856,0.032889,0.0000874200000000017,1
1735196160,0.032889,0.03291,0.032854,0.032893,0.00011504545454545464,1
1735196220,0.032892,0.032923,0.032869,0.032869,0.00009457272727272749,1
1735196280,0.032869,0.032871,0.032792,0.032798,0.00005348727272727553,1
1735196340,0.032798,0.03283,0.032788,0.032799,0.000012964545454547598,1
1735196400,0.032798,0.03283,0.03273,0.032738,-0.000047653636363631237,2
1735196460,0.032738,0.03283,0.032718,0.032777,-0.0000859118181818136,2
1735196520,0.032777,0.032777,0.032657,0.032665,-0.00011673181818181569,2
1735196580,0.032662,0.032784,0.032637,0.03275,-0.00011901363636363515,2
1735196640,0.032754,0.032817,0.032706,0.032717,-0.000123081818181816,2
1735196700,0.032715,0.032796,0.032674,0.032764,-0.00009569363636363222,2
1735196760,0.032764,0.032842,0.032704,0.03282,-0.00004202909090908606,2
1735196820,0.03282,0.032927,0.032819,0.032906,0.000035666363636368474,1
1735196880,0.032911,0.033113,0.032904,0.033042,0.00011854272727273134,1
1735196940,0.033043,0.033144,0.03302,0.033132,0.000210486363636368,1
1735197000,0.033133,0.033192,0.033102,0.033139,0.00026342636363637045,1
1735197060,0.033139,0.033252,0.033128,0.033201,0.0003143463636363711,1
1735197120,0.033201,0.033277,0.033193,0.033199,0.0003187200000000076,1
1735197180,0.033198,0.033222,0.03316,0.03321,0.00031453454545455294,1
1735197240,0.033208,0.03321,0.033157,0.033171,0.0002695736363636423,1
1735197300,0.033172,0.033176,0.033113,0.033143,0.00020504545454546046,1
1735197360,0.033144,0.033152,0.03307,0.033077,0.00010905272727273363,1
1735197420,0.033077,0.033158,0.033076,0.033158,0.000048877272727279955,1
1735197480,0.033158,0.033194,0.03304,0.03304,-0.00004172272727272214,2
1735197540,0.03304,0.033046,0.032979,0.033015,-0.00010518545454545015,2
1735197600,0.033014,0.03302,0.032982,0.032993,-0.00015758090909090481,2
1735197660,0.032993,0.033085,0.032985,0.033015,-0.00017341272727272377,2
1735197720,0.033015,0.033031,0.032988,0.033017,-0.00016735909090909024,2
1735197780,0.033017,0.033138,0.033017,0.033093,-0.00011921454545454548,2
1735197840,0.033092,0.033139,0.033087,0.033129,-0.000057624545454548,2
1735197900,0.033129,0.033195,0.03311,0.033186,0.000017517272727269156,1
1735197960,0.033185,0.033251,0.033184,0.033208,0.0000712718181818141,1
1735198020,0.033207,0.033226,0.033144,0.033165,0.00011316454545454271,1
1735198080,0.033162,0.033236,0.033113,0.033171,0.00012410727272727,1
1735198140,0.033169,0.033174,0.03312,0.033147,0.00011307727272727063,1
1735198200,0.033145,0.033158,0.033005,0.033006,0.00004177636363636225,1
1735198260,0.033005,0.03307,0.032953,0.033022,-0.00001626727272727345,2
1735198320,0.033021,0.033124,0.032981,0.033032,-0.00006690090909090951,2
1735198380,0.033031,0.033035,0.032912,0.032929,-0.00012967727272727086,2
1735198440,0.032929,0.033012,0.032923,0.032957,-0.000162054545454543,2
1735198500,0.032967,0.032987,0.032905,0.03298,-0.0001617681818181782,2
1735198560,0.03298,0.033065,0.032968,0.033049,-0.0001226118181818151,2
1735198620,0.033049,0.033097,0.03302,0.033035,-0.00008833727272727001,2
1735198680,0.033034,0.03313,0.033013,0.03312,-0.000014149999999997864,2
1735198740,0.033119,0.033119,0.03305,0.03307,0.00003797909090909324,1
1735198800,0.033071,0.033107,0.033044,0.033075,0.00006394363636363714,1
1735198860,0.033075,0.033113,0.033051,0.033097,0.0000920709090909099,1
1735198920,0.033097,0.033105,0.033041,0.033093,0.00011103545454545265,1
1735198980,0.033094,0.033148,0.033015,0.033037,0.0000826363636363624,1
1735199040,0.033037,0.033044,0.032991,0.032998,0.000038670909090907974,1
1735199100,0.032999,0.033009,0.032865,0.032873,-0.000040633636363635414,2
1735199160,0.032874,0.032933,0.03285,0.032904,-0.00008586636363636129,2
1735199220,0.032902,0.03292,0.03285,0.032915,-0.00012119272727272517,2
1735199280,0.032916,0.033059,0.032916,0.033017,-0.00009469636363636398,2
1735199340,0.033021,0.033046,0.03295,0.032972,-0.00008650909090909099,2
1735199400,0.03297,0.033045,0.032958,0.032971,-0.0000712990909090904,2
1735199460,0.032971,0.032981,0.03293,0.032969,-0.000046820000000000057,2
1735199520,0.032968,0.033032,0.032953,0.033024,0.000001295454545453069,1
1735199580,0.033023,0.033027,0.03295,0.03295,0.00002113818181818132,1
1735199640,0.032952,0.032952,0.032915,0.032919,0.00002369909090909086,1
1735199700,0.032918,0.032919,0.032862,0.032873,-0.000012051818181816159,2
1735199760,0.032873,0.032917,0.032859,0.032907,-0.00003167181818181577,2
1735199820,0.032907,0.032971,0.03289,0.032918,-0.00004843909090908706,2
1735199880,0.032917,0.032962,0.032888,0.032919,-0.000043675454545453385,2
1735199940,0.032918,0.032936,0.032875,0.032933,-0.000039049999999997805,2
1735200000,0.032936,0.033071,0.032932,0.033055,0.000004079090909095037,1
1735200060,0.033054,0.033105,0.032895,0.032895,-0.000015469999999995083,2
1735200120,0.0329,0.033019,0.032872,0.032882,-0.000022765454545450114,2
1735200180,0.032882,0.033018,0.032858,0.032949,-0.000010179999999998137,2
1735200240,0.032949,0.033037,0.032797,0.032813,-0.000043031818181817316,2
1735200300,0.032814,0.032902,0.032796,0.032856,-0.00006517181818181824,2
1735200360,0.03285,0.03285,0.032625,0.032674,-0.0001248590909090944,2
1735200420,0.032675,0.032931,0.032673,0.032752,-0.0001444445454545496,2
1735200480,0.032753,0.032791,0.032643,0.03265,-0.0001884590909090967,2
1735200540,0.032649,0.03282,0.032635,0.032728,-0.0001890872727272793,2
1735200600,0.032727,0.032737,0.03255,0.03256,-0.00020473454545455184,2
1735200660,0.032556,0.032716,0.032542,0.032596,-0.00021058545454545803,2
1735200720,0.032597,0.032612,0.032425,0.032433,-0.0002502781818181833,2
1735200780,0.03243,0.03252,0.032401,0.032437,-0.0002526763636363631,2
1735200840,0.032437,0.032458,0.032293,0.032333,-0.00027405363636363313,2
1735200900,0.032334,0.032438,0.03229,0.032412,-0.00024297818181817768,2
1735200960,0.03241,0.032509,0.032362,0.032382,-0.00023748454545454128,2
1735201020,0.032383,0.032385,0.032263,0.03228,-0.00023075818181817476,2
1735201080,0.032278,0.032299,0.032205,0.032271,-0.0002270554545454469,2
1735201140,0.032271,0.032284,0.032145,0.032218,-0.00020277636363635806,2
1735201200,0.03222,0.032311,0.032149,0.032158,-0.0002109272727272686,2
1735201260,0.032165,0.032213,0.032067,0.032073,-0.0002101609090909062,2
1735201320,0.032075,0.032169,0.031878,0.031895,-0.000255501818181817,2
1735201380,0.031896,0.031994,0.031858,0.031881,-0.00028385636363636264,2
1735201440,0.031884,0.031888,0.031669,0.03172,-0.0003430299999999999,2
1735201500,0.031724,0.031878,0.031702,0.031702,-0.0003694927272727271,2
1735201560,0.031708,0.031746,0.031569,0.031626,-0.0003820045454545457,2
1735201620,0.031627,0.031801,0.031612,0.031777,-0.00032698272727272465,2
1735201680,0.031776,0.031839,0.031706,0.03174,-0.00027462181818181425,2
1735201740,0.03174,0.03183,0.031705,0.031756,-0.00020914090909090487,2
1735201800,0.031756,0.031844,0.03169,0.031691,-0.00016023454545454306,2
1735201860,0.031697,0.031887,0.031648,0.031728,-0.00009613181818181674,2
1735201920,0.031728,0.031769,0.031619,0.031666,-0.000059509999999997755,2
1735201980,0.031668,0.03172,0.031618,0.031632,-0.000029869090909088818,2
1735202040,0.031631,0.03171,0.031557,0.031582,-0.000042709999999998756,2
1735202100,0.031582,0.031622,0.031526,0.031528,-0.000079477272727271,2
1735202160,0.031527,0.031532,0.031361,0.031372,-0.00015939000000000014,2
1735202220,0.031371,0.031507,0.031358,0.031469,-0.00016619909090908965,2
1735202280,0.031471,0.031489,0.031371,0.031433,-0.00018270090909090574,2
1735202340,0.031433,0.031522,0.031388,0.031388,-0.00020048454545454065,2
1735202400,0.031398,0.031636,0.031381,0.03162,-0.00013665545454544941,2
1735202460,0.031619,0.031685,0.031525,0.031616,-0.00005914545454544935,2
1735202520,0.031612,0.031832,0.0316,0.031792,0.0000619372727272788,1
1735202580,0.031791,0.031791,0.031629,0.031702,0.00013469181818182572,1
1735202640,0.031704,0.03183,0.031689,0.031775,0.00020971272727273463,1
